Type,Title,Issuance Date,Cancellation Date,Cause,Count,Monitoring Station,Location Name,Statewide,Island,Island Wide,County,Advisement,Status
Brown Water Advisory,"Brown Water Advisory at Hilo Bay and along the Hamakua coast, Hawai‘i",5/13/2024 9:16:08 PM,5/24/2024 12:38:27 AM,Recent heavy rains,,,Hilo Bay and along the Hamakua coast,No,Hawai‘i,No,Hawaii,"A Brown Water Advisory has been issued at Hilo Bay and along the Hamakua coast on Hawai‘i.

recent heavy rains has resulted in stormwater runoff entering into coastal waters. The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer, manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. Not all coastal areas may be impacted by runoff, however, if the water is brown stay out. Continue to practice good personal hygiene and follow-up with your primary care physician if you have any health concerns.

For more information, please see: https://eha-cloud.doh.hawaii.gov/cwb#!/event/1792/details/view",Closed
Brown Water Advisory,"Brown Water Advisory at Koloa Landing, Kaua‘i",5/13/2024 6:50:15 PM,6/26/2024 6:52:33 PM,Rain,,,Koloa Landing,No,Kaua‘i,No,Kauai,"The Brown Water Advisory for Wailua Bay and Lydgate Park has been canceled; however the Brown Water Advisory for Koloa Landing on Kaua‘i remains active.

Rain has resulted in stormwater runoff entering into coastal waters. The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer, manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. Not all coastal areas may be impacted by runoff, however, if the water is brown stay out. Continue to practice good personal hygiene and follow-up with your primary care physician if you have any health concerns.

For more information, please see: https://eha-cloud.doh.hawaii.gov/cwb#!/event/1790/details/view",Closed
Brown Water Advisory,"Brown Water Advisory at Koloa Landing, Wailua Bay, and Lydgate Park, Kaua‘i",5/3/2024 2:37:17 AM,5/13/2024 6:50:34 PM,Rain,,,"Koloa Landing, Wailua Bay, and Lydgate Park",No,Kaua‘i,No,Kauai,"Updated 5/9/2024
The Brown Water Advisory for Nawiliwili Bay has been canceled; however, the Brown Water Advisory for Koloa Landing, Wailua Bay, and Lydgate Park on Kaua‘i remains active.

Rain has resulted in stormwater runoff entering into coastal waters. The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer, manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. Not all coastal areas may be impacted by runoff, however, if the water is brown stay out. Continue to practice good personal hygiene and follow-up with your primary care physician if you have any health concerns.

For more information, please see: https://eha-cloud.doh.hawaii.gov/cwb#!/event/1788/details/view",Closed
Brown Water Advisory,"Brown Water Advisory at Waimea Bay, O‘ahu",5/1/2024 1:16:13 AM,5/13/2024 9:17:36 PM,River open; flowing,,,Waimea Bay,No,O‘ahu,No,Honolulu,"Updated: 05/13/2024.

A Brown Water Advisory has been issued at Waimea Bay on O‘ahu.

River open; flowing has resulted in stormwater runoff entering into coastal waters. The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer, manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. Not all coastal areas may be impacted by runoff, however, if the water is brown stay out. Continue to practice good personal hygiene and follow-up with your primary care physician if you have any health concerns.

For more information:
https://eha-cloud.doh.hawaii.gov/cwb/#!/event/1787/details/view",Closed
Brown Water Advisory,"Brown Water Advisory at Koloa Landing, Nawiliwili Bay, Wailua Bay, and Lydgate Park, Kaua‘i",4/20/2024 2:09:23 AM,5/3/2024 2:37:55 AM,Rain,,,"Koloa Landing, Nawiliwili Bay, Wailua Bay, and Lydgate Park",No,Kaua‘i,No,Kauai,"The island-wide Brown Water Advisory for Kauai has been canceled; however, a Brown Water Advisory has been issued at Koloa Landing, Nawiliwili Bay, Wailua Bay, and Lydgate Park on Kaua‘i.

The Hawaii Department of Health advises beach users to stay out of waters that appear brown or murky, especially following heavy rains. After storms or heavy rains, the water may contain higher than normal pollutant levels.

For more information, please see: https://eha-cloud.doh.hawaii.gov/cwb#!/event/1786/details/view",Closed
Brown Water Advisory,"Brown Water Advisory at Kailua Beach Park, O‘ahu",4/16/2024 8:32:03 PM,4/30/2024 6:57:07 PM,Berm open; river flowing,,,Kailua Beach Park,No,O‘ahu,No,Honolulu,"A Brown Water Advisory has been issued at Kailua Beach Park on O‘ahu.

Berm open; river flowing has resulted in stormwater runoff entering into coastal waters. The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer, manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. Not all coastal areas may be impacted by runoff, however, if the water is brown stay out. Continue to practice good personal hygiene and follow-up with your primary care physician if you have any health concerns.

For more information:

https://eha-cloud.doh.hawaii.gov/cwb/#!/event/1785/details/view",Closed
Brown Water Advisory,"Brown Water Advisory, Island of Kaua‘i",4/12/2024 8:47:48 PM,4/20/2024 2:10:20 AM,Heavy rain,,,,No,Kaua‘i,Yes,Kauai,"A Brown Water Advisory has been issued for the Island of Kaua‘i.

The Hawaii Department of Health advises beach users to stay out of waters that appear brown or murky, especially following heavy rainfall.

After storms or heavy rainfall, the waters may contain higher than normal pollutant levels.

For more information, please see: https://health.hawaii.gov/cwb/beach-monitoring-program/",Closed
Brown Water Advisory,"Brown Water Advisory at Waimea Bay, O‘ahu",4/9/2024 1:53:38 AM,4/17/2024 7:54:51 PM,Nearby stream flow,,,Waimea Bay,No,O‘ahu,No,Honolulu,"A Brown Water Advisory has been issued at Waimea Bay on O‘ahu.

Nearby stream flow has resulted in runoff and debris entering into coastal waters. The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer, manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. Not all coastal areas may be impacted by runoff, however, if the water is brown stay out. Continue to practice good personal hygiene and follow-up with your primary care physician if you have any health concerns.

For more information, please see: https://eha-cloud.doh.hawaii.gov/cwb/#!/event/1782/details/view",Closed
Brown Water Advisory,"Brown Water Advisory at Waimea Bay, O‘ahu",3/14/2024 1:21:53 AM,3/18/2024 7:21:12 PM,River flowing,,,Waimea Bay,No,O‘ahu,No,Honolulu,"A Brown Water Advisory has been issued at Waimea Bay on O‘ahu.

The river is flowing into coastal waters. The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer, manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. Not all coastal areas may be impacted by runoff, however, if the water is brown stay out. Continue to practice good personal hygiene and follow-up with your primary care physician if you have any health concerns.

For more information:

https://eha-cloud.doh.hawaii.gov/cwb/#!/event/1780/details/view",Closed
Brown Water Advisory,"Brown Water Advisory for Hilo Bay and along the Hamakua coast, Hawai‘i",2/27/2024 11:35:45 PM,3/19/2024 6:41:43 PM,Recent rains and high surf,,,Hilo Bay and along the Hamakua coast,No,Hawai‘i,No,Hawaii,"Updated 3/7/24
A Brown Water Advisory has been issued for Hilo Bay and along the Hamakua coast on Hawai‘i.

Recent rains and high surf has resulted in stormwater runoff entering into coastal waters. The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer, manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. Not all coastal areas may be impacted by runoff, however, if the water is brown stay out. Continue to practice good personal hygiene and follow-up with your primary care physician if you have any health concerns.",Closed
Brown Water Advisory,"Brown Water Advisory from Papalaua Beach Park to the north side of Ukumehame, Maui",2/9/2024 1:59:08 AM,2/17/2024 1:35:11 AM,Heavy rain,,,Papalaua Beach Park to the north side of Ukumehame,No,Maui,No,Maui,"A Brown Water Advisory has been issued from Papalaua Beach Park to the north side of Ukumehame, Maui.

Heavy rain has resulted in stormwater runoff entering into coastal waters. The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer, manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. Not all coastal areas may be impacted by runoff, however, if the water is brown stay out. Continue to practice good personal hygiene and follow-up with your primary care physician if you have any health concerns.",Closed
Brown Water Advisory,"Brown Water Advisory from the Kihei Kai Oceanfront Condominiums to Kalepolepo Beach Park, Maui",2/9/2024 1:58:22 AM,2/23/2024 12:53:11 AM,Heavy rain,,,From the Kihei Kai Oceanfront Condominiums to Kalepolepo Beach Park,No,Maui,No,Maui,"A Brown Water Advisory has been issued from the Kihei Kai Oceanfront Condominiums to Kalepolepo Beach Park on Maui.

Heavy rain has resulted in stormwater runoff entering into coastal waters. The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer, manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. Not all coastal areas may be impacted by runoff, however, if the water is brown stay out. Continue to practice good personal hygiene and follow-up with your primary care physician if you have any health concerns.",Closed
Brown Water Advisory,Brown Water Advisory for West Kaua‘i (from Hanapepe to Waimea),1/29/2024 10:20:06 PM,2/9/2024 3:51:46 AM,Heavy rain,,,West Kaua‘i (from Hanapepe to Waimea),No,Kaua‘i,No,Kauai,"A Brown Water Advisory has been issued for West Kaua‘i (from Hanapepe to Waimea).

Heavy rain has resulted in stormwater runoff entering into coastal waters. The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer, manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. Not all coastal areas may be impacted by runoff, however, if the water is brown stay out. Continue to practice good personal hygiene and follow-up with your primary care physician if you have any health concerns.

For more information, please see:
https://eha-cloud.doh.hawaii.gov/cwb#!/event/1757/details/view",Closed
